acct_name,this_year_amt,this_year_percent,last_year_amt,last_year_percent,report_name,company_id,company_name,creation_date,seq,stock
母公司暨子公司所持有之母公司庫藏股股數（單位：股）,0,,0,,BalanceSheet,4401392,華通電腦股份有限公司,2024-07-13,59,2313
流動資產,,,,,BalanceSheet,47224065,東訊股份有限公司,2024-07-13,1,2321
現金及約當現金,"155,285",11.52,"259,488",15.07,BalanceSheet,47224065,東訊股份有限公司,2024-07-13,2,2321
透過損益按公允價值衡量之金融資產－流動,"11,040",0.82,"10,599",0.62,BalanceSheet,47224065,東訊股份有限公司,2024-07-13,3,2321
透過其他綜合損益按公允價值衡量之金融資產－流動,"13,725",1.02,"28,793",1.67,BalanceSheet,47224065,東訊股份有限公司,2024-07-13,4,2321
按攤銷後成本衡量之金融資產－流動,"225,242",16.71,"293,203",17.02,BalanceSheet,47224065,東訊股份有限公司,2024-07-13,5,2321
合約資產－流動,"9,609",0.71,0,0.00,BalanceSheet,47224065,東訊股份有限公司,2024-07-13,6,2321
應收票據淨額,"18,401",1.37,"22,719",1.32,BalanceSheet,47224065,東訊股份有限公司,2024-07-13,7,2321
應收票據－關係人淨額,69,0.01,548,0.03,BalanceSheet,47224065,東訊股份有限公司,2024-07-13,8,2321
應收帳款淨額,"106,818",7.93,"131,297",7.62,BalanceSheet,47224065,東訊股份有限公司,2024-07-13,9,2321
應收帳款－關係人淨額,"10,898",0.81,"7,105",0.41,BalanceSheet,47224065,東訊股份有限公司,2024-07-13,10,2321
其他應收款淨額,"6,423",0.48,"28,057",1.63,BalanceSheet,47224065,東訊股份有限公司,2024-07-13,11,2321
存貨,"118,112",8.76,"192,010",11.15,BalanceSheet,47224065,東訊股份有限公司,2024-07-13,12,2321
預付款項,"6,749",0.50,"5,042",0.29,BalanceSheet,47224065,東訊股份有限公司,2024-07-13,13,2321
其他流動資產,261,0.02,334,0.02,BalanceSheet,47224065,東訊股份有限公司,2024-07-13,14,2321
流動資產合計,"682,632",50.66,"979,195",56.85,BalanceSheet,47224065,東訊股份有限公司,2024-07-13,15,2321
非流動資產,,,,,BalanceSheet,47224065,東訊股份有限公司,2024-07-13,16,2321
透過其他綜合損益按公允價值衡量之金融資產－非流動,"245,290",18.20,"313,854",18.22,BalanceSheet,47224065,東訊股份有限公司,2024-07-13,17,2321
採用權益法之投資,"18,273",1.36,"16,896",0.98,BalanceSheet,47224065,東訊股份有限公司,2024-07-13,18,2321
不動產、廠房及設備,"97,459",7.23,"94,313",5.48,BalanceSheet,47224065,東訊股份有限公司,2024-07-13,19,2321
使用權資產,"174,107",12.92,"183,873",10.68,BalanceSheet,47224065,東訊股份有限公司,2024-07-13,20,2321
無形資產,"1,239",0.09,"2,399",0.14,BalanceSheet,47224065,東訊股份有限公司,2024-07-13,21,2321
遞延所得稅資產,"115,981",8.61,"115,981",6.73,BalanceSheet,47224065,東訊股份有限公司,2024-07-13,22,2321
其他非流動資產,"12,606",0.94,"15,824",0.92,BalanceSheet,47224065,東訊股份有限公司,2024-07-13,23,2321
非流動資產合計,"664,955",49.34,"743,140",43.15,BalanceSheet,47224065,東訊股份有限公司,2024-07-13,24,2321
資產總額,"1,347,587",100.00,"1,722,335",100.00,BalanceSheet,47224065,東訊股份有限公司,2024-07-13,25,2321
流動負債,,,,,BalanceSheet,47224065,東訊股份有限公司,2024-07-13,26,2321
短期借款,"294,000",21.82,"593,000",34.43,BalanceSheet,47224065,東訊股份有限公司,2024-07-13,27,2321
合約負債－流動,"3,241",0.24,"2,317",0.13,BalanceSheet,47224065,東訊股份有限公司,2024-07-13,28,2321
應付票據,"3,486",0.26,"1,641",0.10,BalanceSheet,47224065,東訊股份有限公司,2024-07-13,29,2321
應付帳款,"89,620",6.65,"104,609",6.07,BalanceSheet,47224065,東訊股份有限公司,2024-07-13,30,2321
應付帳款－關係人,419,0.03,"5,576",0.32,BalanceSheet,47224065,東訊股份有限公司,2024-07-13,31,2321
其他應付款,"55,846",4.14,"60,486",3.51,BalanceSheet,47224065,東訊股份有限公司,2024-07-13,32,2321
本期所得稅負債,"2,395",0.18,"8,624",0.50,BalanceSheet,47224065,東訊股份有限公司,2024-07-13,33,2321
負債準備－流動,"5,501",0.41,"4,134",0.24,BalanceSheet,47224065,東訊股份有限公司,2024-07-13,34,2321
租賃負債－流動,"11,627",0.86,"11,478",0.67,BalanceSheet,47224065,東訊股份有限公司,2024-07-13,35,2321
其他流動負債,"206,261",15.31,"5,772",0.34,BalanceSheet,47224065,東訊股份有限公司,2024-07-13,36,2321
流動負債合計,"672,396",49.90,"797,637",46.31,BalanceSheet,47224065,東訊股份有限公司,2024-07-13,37,2321
非流動負債,,,,,BalanceSheet,47224065,東訊股份有限公司,2024-07-13,38,2321
長期借款,0,0.00,"200,000",11.61,BalanceSheet,47224065,東訊股份有限公司,2024-07-13,39,2321
負債準備－非流動,"2,213",0.16,"2,090",0.12,BalanceSheet,47224065,東訊股份有限公司,2024-07-13,40,2321
遞延所得稅負債,880,0.07,880,0.05,BalanceSheet,47224065,東訊股份有限公司,2024-07-13,41,2321
租賃負債－非流動,"174,735",12.97,"183,128",10.63,BalanceSheet,47224065,東訊股份有限公司,2024-07-13,42,2321
其他非流動負債,"45,714",3.39,"53,778",3.12,BalanceSheet,47224065,東訊股份有限公司,2024-07-13,43,2321
非流動負債合計,"223,542",16.59,"439,876",25.54,BalanceSheet,47224065,東訊股份有限公司,2024-07-13,44,2321
負債總額,"895,938",66.48,"1,237,513",71.85,BalanceSheet,47224065,東訊股份有限公司,2024-07-13,45,2321
歸屬於母公司業主之權益,,,,,BalanceSheet,47224065,東訊股份有限公司,2024-07-13,46,2321
股本,,,,,BalanceSheet,47224065,東訊股份有限公司,2024-07-13,47,2321
普通股股本,"142,719",10.59,"142,719",8.29,BalanceSheet,47224065,東訊股份有限公司,2024-07-13,48,2321
特別股股本,"160,000",11.87,"160,000",9.29,BalanceSheet,47224065,東訊股份有限公司,2024-07-13,49,2321
股本合計,"302,719",22.46,"302,719",17.58,BalanceSheet,47224065,東訊股份有限公司,2024-07-13,50,2321
資本公積,,,,,BalanceSheet,47224065,東訊股份有限公司,2024-07-13,51,2321
資本公積－採用權益法認列關聯企業及合資股權淨值之變動數,"6,237",0.46,"6,237",0.36,BalanceSheet,47224065,東訊股份有限公司,2024-07-13,52,2321
資本公積－員工認股權,0,0.00,0,0.00,BalanceSheet,47224065,東訊股份有限公司,2024-07-13,53,2321
資本公積合計,"6,237",0.46,"6,237",0.36,BalanceSheet,47224065,東訊股份有限公司,2024-07-13,54,2321
保留盈餘,,,,,BalanceSheet,47224065,東訊股份有限公司,2024-07-13,55,2321
未分配盈餘（或待彌補虧損）,"-124,633",-9.25,"-113,889",-6.61,BalanceSheet,47224065,東訊股份有限公司,2024-07-13,56,2321
保留盈餘合計,"-124,633",-9.25,"-113,889",-6.61,BalanceSheet,47224065,東訊股份有限公司,2024-07-13,57,2321
其他權益,,,,,BalanceSheet,47224065,東訊股份有限公司,2024-07-13,58,2321
透過其他綜合損益按公允價值衡量之金融資產未實現評價損益,"21,292",1.58,"35,638",2.07,BalanceSheet,47224065,東訊股份有限公司,2024-07-13,59,2321
其他權益合計,"21,292",1.58,"35,638",2.07,BalanceSheet,47224065,東訊股份有限公司,2024-07-13,60,2321
庫藏股票,"-13,812",-1.02,"-13,812",-0.80,BalanceSheet,47224065,東訊股份有限公司,2024-07-13,61,2321
歸屬於母公司業主之權益合計,"191,803",14.23,"216,893",12.59,BalanceSheet,47224065,東訊股份有限公司,2024-07-13,62,2321
非控制權益,"259,846",19.28,"267,929",15.56,BalanceSheet,47224065,東訊股份有限公司,2024-07-13,63,2321
權益總額,"451,649",33.52,"484,822",28.15,BalanceSheet,47224065,東訊股份有限公司,2024-07-13,64,2321
負債及權益總計,"1,347,587",100.00,"1,722,335",100.00,BalanceSheet,47224065,東訊股份有限公司,2024-07-13,65,2321
待註銷股本股數（單位：股）,0,,0,,BalanceSheet,47224065,東訊股份有限公司,2024-07-13,66,2321
預收股款（權益項下）之約當發行股數（單位：股）,0,,0,,BalanceSheet,47224065,東訊股份有限公司,2024-07-13,67,2321
母公司暨子公司所持有之母公司庫藏股股數（單位：股）,"317,689",,"317,689",,BalanceSheet,47224065,東訊股份有限公司,2024-07-13,68,2321
流動資產,,,,,BalanceSheet,21222725,仁寶電腦工業股份有限公司,2024-07-13,1,2324
現金及約當現金,"84,446,451",19.07,"86,323,615",19.28,BalanceSheet,21222725,仁寶電腦工業股份有限公司,2024-07-13,2,2324
透過損益按公允價值衡量之金融資產－流動,"7,107",0.00,"3,206",0.00,BalanceSheet,21222725,仁寶電腦工業股份有限公司,2024-07-13,3,2324
避險之金融資產－流動,"7,235",0.00,"5,759",0.00,BalanceSheet,21222725,仁寶電腦工業股份有限公司,2024-07-13,4,2324
應收帳款淨額,"171,609,254",38.75,"169,763,119",37.92,BalanceSheet,21222725,仁寶電腦工業股份有限公司,2024-07-13,5,2324
應收帳款－關係人淨額,"4,091,244",0.92,"4,029,755",0.90,BalanceSheet,21222725,仁寶電腦工業股份有限公司,2024-07-13,6,2324
其他應收款淨額,"3,603,820",0.81,"2,220,895",0.50,BalanceSheet,21222725,仁寶電腦工業股份有限公司,2024-07-13,7,2324
存貨,"102,548,822",23.15,"118,002,880",26.36,BalanceSheet,21222725,仁寶電腦工業股份有限公司,2024-07-13,8,2324
其他流動資產,"6,381,829",1.44,"4,760,167",1.06,BalanceSheet,21222725,仁寶電腦工業股份有限公司,2024-07-13,9,2324
流動資產合計,"372,695,762",84.15,"385,109,396",86.02,BalanceSheet,21222725,仁寶電腦工業股份有限公司,2024-07-13,10,2324
非流動資產,,,,,BalanceSheet,21222725,仁寶電腦工業股份有限公司,2024-07-13,11,2324
透過損益按公允價值衡量之金融資產－非流動,"1,316,909",0.30,"583,040",0.13,BalanceSheet,21222725,仁寶電腦工業股份有限公司,2024-07-13,12,2324
透過其他綜合損益按公允價值衡量之金融資產－非流動,"9,697,199",2.19,"5,318,702",1.19,BalanceSheet,21222725,仁寶電腦工業股份有限公司,2024-07-13,13,2324
採用權益法之投資,"7,368,992",1.66,"7,724,252",1.73,BalanceSheet,21222725,仁寶電腦工業股份有限公司,2024-07-13,14,2324
不動產、廠房及設備,"30,229,187",6.83,"29,002,188",6.48,BalanceSheet,21222725,仁寶電腦工業股份有限公司,2024-07-13,15,2324
使用權資產,"13,825,844",3.12,"13,639,611",3.05,BalanceSheet,21222725,仁寶電腦工業股份有限公司,2024-07-13,16,2324
無形資產,"2,011,900",0.45,"1,693,485",0.38,BalanceSheet,21222725,仁寶電腦工業股份有限公司,2024-07-13,17,2324
遞延所得稅資產,"3,588,295",0.81,"2,394,660",0.53,BalanceSheet,21222725,仁寶電腦工業股份有限公司,2024-07-13,18,2324
其他非流動資產,"2,150,451",0.49,"2,235,702",0.50,BalanceSheet,21222725,仁寶電腦工業股份有限公司,2024-07-13,19,2324
非流動資產合計,"70,188,777",15.85,"62,591,640",13.98,BalanceSheet,21222725,仁寶電腦工業股份有限公司,2024-07-13,20,2324
資產總額,"442,884,539",100.00,"447,701,036",100.00,BalanceSheet,21222725,仁寶電腦工業股份有限公司,2024-07-13,21,2324
流動負債,,,,,BalanceSheet,21222725,仁寶電腦工業股份有限公司,2024-07-13,22,2324
短期借款,"64,637,821",14.59,"83,085,216",18.56,BalanceSheet,21222725,仁寶電腦工業股份有限公司,2024-07-13,23,2324
透過損益按公允價值衡量之金融負債－流動,"24,629",0.01,"199,684",0.04,BalanceSheet,21222725,仁寶電腦工業股份有限公司,2024-07-13,24,2324
避險之金融負債－流動,0,0.00,"32,882",0.01,BalanceSheet,21222725,仁寶電腦工業股份有限公司,2024-07-13,25,2324
合約負債－流動,"740,656",0.17,"854,401",0.19,BalanceSheet,21222725,仁寶電腦工業股份有限公司,2024-07-13,26,2324
應付帳款,"149,116,505",33.67,"151,470,018",33.83,BalanceSheet,21222725,仁寶電腦工業股份有限公司,2024-07-13,27,2324
應付帳款－關係人,"5,423,553",1.22,"6,547,864",1.46,BalanceSheet,21222725,仁寶電腦工業股份有限公司,2024-07-13,28,2324
其他應付款,"35,481,345",8.01,"32,885,650",7.35,BalanceSheet,21222725,仁寶電腦工業股份有限公司,2024-07-13,29,2324
本期所得稅負債,"8,242,814",1.86,"7,648,617",1.71,BalanceSheet,21222725,仁寶電腦工業股份有限公司,2024-07-13,30,2324
負債準備－流動,"935,990",0.21,"650,725",0.15,BalanceSheet,21222725,仁寶電腦工業股份有限公司,2024-07-13,31,2324
租賃負債－流動,"2,036,131",0.46,"1,873,287",0.42,BalanceSheet,21222725,仁寶電腦工業股份有限公司,2024-07-13,32,2324
其他流動負債,"18,112,697",4.09,"16,494,053",3.68,BalanceSheet,21222725,仁寶電腦工業股份有限公司,2024-07-13,33,2324
流動負債合計,"284,752,141",64.29,"301,742,397",67.40,BalanceSheet,21222725,仁寶電腦工業股份有限公司,2024-07-13,34,2324
非流動負債,,,,,BalanceSheet,21222725,仁寶電腦工業股份有限公司,2024-07-13,35,2324
長期借款,"15,205,798",3.43,"13,320,921",2.98,BalanceSheet,21222725,仁寶電腦工業股份有限公司,2024-07-13,36,2324
遞延所得稅負債,"2,053,530",0.46,"1,261,828",0.28,BalanceSheet,21222725,仁寶電腦工業股份有限公司,2024-07-13,37,2324
租賃負債－非流動,"6,968,765",1.57,"8,089,321",1.81,BalanceSheet,21222725,仁寶電腦工業股份有限公司,2024-07-13,38,2324
其他非流動負債,"1,073,737",0.24,"1,072,526",0.24,BalanceSheet,21222725,仁寶電腦工業股份有限公司,2024-07-13,39,2324
非流動負債合計,"25,301,830",5.71,"23,744,596",5.30,BalanceSheet,21222725,仁寶電腦工業股份有限公司,2024-07-13,40,2324
負債總額,"310,053,971",70.01,"325,486,993",72.70,BalanceSheet,21222725,仁寶電腦工業股份有限公司,2024-07-13,41,2324
歸屬於母公司業主之權益,,,,,BalanceSheet,21222725,仁寶電腦工業股份有限公司,2024-07-13,42,2324
股本,,,,,BalanceSheet,21222725,仁寶電腦工業股份有限公司,2024-07-13,43,2324
普通股股本,"44,071,466",9.95,"44,071,466",9.84,BalanceSheet,21222725,仁寶電腦工業股份有限公司,2024-07-13,44,2324
股本合計,"44,071,466",9.95,"44,071,466",9.84,BalanceSheet,21222725,仁寶電腦工業股份有限公司,2024-07-13,45,2324
資本公積,,,,,BalanceSheet,21222725,仁寶電腦工業股份有限公司,2024-07-13,46,2324
資本公積－其他,"3,470,231",0.78,"4,258,803",0.95,BalanceSheet,21222725,仁寶電腦工業股份有限公司,2024-07-13,47,2324
資本公積合計,"3,470,231",0.78,"4,258,803",0.95,BalanceSheet,21222725,仁寶電腦工業股份有限公司,2024-07-13,48,2324
保留盈餘,,,,,BalanceSheet,21222725,仁寶電腦工業股份有限公司,2024-07-13,49,2324
法定盈餘公積,"23,313,701",5.26,"22,576,846",5.04,BalanceSheet,21222725,仁寶電腦工業股份有限公司,2024-07-13,50,2324
特別盈餘公積,"1,943,104",0.44,"8,206,750",1.83,BalanceSheet,21222725,仁寶電腦工業股份有限公司,2024-07-13,51,2324
未分配盈餘（或待彌補虧損）,"44,774,696",10.11,"36,171,438",8.08,BalanceSheet,21222725,仁寶電腦工業股份有限公司,2024-07-13,52,2324
保留盈餘合計,"70,031,501",15.81,"66,955,034",14.96,BalanceSheet,21222725,仁寶電腦工業股份有限公司,2024-07-13,53,2324
其他權益,,,,,BalanceSheet,21222725,仁寶電腦工業股份有限公司,2024-07-13,54,2324
其他權益合計,"3,544,004",0.80,"-2,621,289",-0.59,BalanceSheet,21222725,仁寶電腦工業股份有限公司,2024-07-13,55,2324
庫藏股票,"-881,247",-0.20,"-881,247",-0.20,BalanceSheet,21222725,仁寶電腦工業股份有限公司,2024-07-13,56,2324
歸屬於母公司業主之權益合計,"120,235,955",27.15,"111,782,767",24.97,BalanceSheet,21222725,仁寶電腦工業股份有限公司,2024-07-13,57,2324
非控制權益,"12,594,613",2.84,"10,431,276",2.33,BalanceSheet,21222725,仁寶電腦工業股份有限公司,2024-07-13,58,2324
權益總額,"132,830,568",29.99,"122,214,043",27.30,BalanceSheet,21222725,仁寶電腦工業股份有限公司,2024-07-13,59,2324
負債及權益總計,"442,884,539",100.00,"447,701,036",100.00,BalanceSheet,21222725,仁寶電腦工業股份有限公司,2024-07-13,60,2324
預收股款（權益項下）之約當發行股數（單位：股）,0,,0,,BalanceSheet,21222725,仁寶電腦工業股份有限公司,2024-07-13,61,2324
母公司暨子公司所持有之母公司庫藏股股數（單位：股）,"50,017,431",,"50,017,431",,BalanceSheet,21222725,仁寶電腦工業股份有限公司,2024-07-13,62,2324
流動資產,,,,,BalanceSheet,89004161,華泰電子股份有限公司,2024-07-13,1,2329
現金及約當現金,"4,281,821",22.23,"3,292,177",20.33,BalanceSheet,89004161,華泰電子股份有限公司,2024-07-13,2,2329
按攤銷後成本衡量之金融資產－流動,0,0.00,"243,520",1.50,BalanceSheet,89004161,華泰電子股份有限公司,2024-07-13,3,2329
合約資產－流動,"327,060",1.70,"243,424",1.50,BalanceSheet,89004161,華泰電子股份有限公司,2024-07-13,4,2329
應收票據淨額,0,0.00,103,0.00,BalanceSheet,89004161,華泰電子股份有限公司,2024-07-13,5,2329
應收帳款淨額,"4,626,305",24.02,"2,984,468",18.43,BalanceSheet,89004161,華泰電子股份有限公司,2024-07-13,6,2329
應收帳款－關係人淨額,27,0.00,76,0.00,BalanceSheet,89004161,華泰電子股份有限公司,2024-07-13,7,2329
其他應收款淨額,"99,651",0.52,"34,028",0.21,BalanceSheet,89004161,華泰電子股份有限公司,2024-07-13,8,2329
其他應收款－關係人淨額,108,0.00,0,0.00,BalanceSheet,89004161,華泰電子股份有限公司,2024-07-13,9,2329
本期所得稅資產,"3,818",0.02,89,0.00,BalanceSheet,89004161,華泰電子股份有限公司,2024-07-13,10,2329
存貨,"1,571,064",8.16,"1,521,913",9.40,BalanceSheet,89004161,華泰電子股份有限公司,2024-07-13,11,2329
預付款項,"106,051",0.55,"107,082",0.66,BalanceSheet,89004161,華泰電子股份有限公司,2024-07-13,12,2329
其他流動資產,"33,792",0.18,"25,015",0.15,BalanceSheet,89004161,華泰電子股份有限公司,2024-07-13,13,2329
流動資產合計,"11,049,697",57.37,"8,451,895",52.20,BalanceSheet,89004161,華泰電子股份有限公司,2024-07-13,14,2329
非流動資產,,,,,BalanceSheet,89004161,華泰電子股份有限公司,2024-07-13,15,2329
透過其他綜合損益按公允價值衡量之金融資產－非流動,"2,055,652",10.67,"1,311,998",8.10,BalanceSheet,89004161,華泰電子股份有限公司,2024-07-13,16,2329
採用權益法之投資,0,0.00,"1,704",0.01,BalanceSheet,89004161,華泰電子股份有限公司,2024-07-13,17,2329
不動產、廠房及設備,"5,370,723",27.89,"5,128,296",31.67,BalanceSheet,89004161,華泰電子股份有限公司,2024-07-13,18,2329
使用權資產,"121,221",0.63,"161,517",1.00,BalanceSheet,89004161,華泰電子股份有限公司,2024-07-13,19,2329
無形資產,"83,360",0.43,"79,246",0.49,BalanceSheet,89004161,華泰電子股份有限公司,2024-07-13,20,2329
遞延所得稅資產,"513,569",2.67,"990,246",6.12,BalanceSheet,89004161,華泰電子股份有限公司,2024-07-13,21,2329
其他非流動資產,"65,066",0.34,"66,216",0.41,BalanceSheet,89004161,華泰電子股份有限公司,2024-07-13,22,2329
非流動資產合計,"8,209,591",42.63,"7,739,223",47.80,BalanceSheet,89004161,華泰電子股份有限公司,2024-07-13,23,2329
資產總額,"19,259,288",100.00,"16,191,118",100.00,BalanceSheet,89004161,華泰電子股份有限公司,2024-07-13,24,2329
流動負債,,,,,BalanceSheet,89004161,華泰電子股份有限公司,2024-07-13,25,2329
合約負債－流動,"84,052",0.44,"76,268",0.47,BalanceSheet,89004161,華泰電子股份有限公司,2024-07-13,26,2329
應付帳款,"4,253,328",22.08,"2,479,884",15.32,BalanceSheet,89004161,華泰電子股份有限公司,2024-07-13,27,2329
應付帳款－關係人,751,0.00,8,0.00,BalanceSheet,89004161,華泰電子股份有限公司,2024-07-13,28,2329
其他應付款,"2,171,473",11.27,"834,457",5.15,BalanceSheet,89004161,華泰電子股份有限公司,2024-07-13,29,2329
其他應付款項－關係人,"19,781",0.10,"24,932",0.15,BalanceSheet,89004161,華泰電子股份有限公司,2024-07-13,30,2329
本期所得稅負債,214,0.00,"46,928",0.29,BalanceSheet,89004161,華泰電子股份有限公司,2024-07-13,31,2329
負債準備－流動,"55,128",0.29,"14,382",0.09,BalanceSheet,89004161,華泰電子股份有限公司,2024-07-13,32,2329
租賃負債－流動,"18,932",0.10,"28,057",0.17,BalanceSheet,89004161,華泰電子股份有限公司,2024-07-13,33,2329
其他流動負債,"282,027",1.46,"89,942",0.56,BalanceSheet,89004161,華泰電子股份有限公司,2024-07-13,34,2329
流動負債合計,"6,885,686",35.75,"3,594,858",22.20,BalanceSheet,89004161,華泰電子股份有限公司,2024-07-13,35,2329
非流動負債,,,,,BalanceSheet,89004161,華泰電子股份有限公司,2024-07-13,36,2329
長期借款,"1,104,503",5.73,"1,146,058",7.08,BalanceSheet,89004161,華泰電子股份有限公司,2024-07-13,37,2329
租賃負債－非流動,"88,058",0.46,"126,300",0.78,BalanceSheet,89004161,華泰電子股份有限公司,2024-07-13,38,2329
其他非流動負債,"109,336",0.57,"1,176,462",7.27,BalanceSheet,89004161,華泰電子股份有限公司,2024-07-13,39,2329
非流動負債合計,"1,301,897",6.76,"2,448,820",15.12,BalanceSheet,89004161,華泰電子股份有限公司,2024-07-13,40,2329
負債總額,"8,187,583",42.51,"6,043,678",37.33,BalanceSheet,89004161,華泰電子股份有限公司,2024-07-13,41,2329
歸屬於母公司業主之權益,,,,,BalanceSheet,89004161,華泰電子股份有限公司,2024-07-13,42,2329
股本,,,,,BalanceSheet,89004161,華泰電子股份有限公司,2024-07-13,43,2329
普通股股本,"5,553,083",28.83,"5,553,083",34.30,BalanceSheet,89004161,華泰電子股份有限公司,2024-07-13,44,2329
特別股股本,"1,801,800",9.36,"1,801,800",11.13,BalanceSheet,89004161,華泰電子股份有限公司,2024-07-13,45,2329
股本合計,"7,354,883",38.19,"7,354,883",45.43,BalanceSheet,89004161,華泰電子股份有限公司,2024-07-13,46,2329
資本公積,,,,,BalanceSheet,89004161,華泰電子股份有限公司,2024-07-13,47,2329
資本公積合計,"238,387",1.24,"238,387",1.47,BalanceSheet,89004161,華泰電子股份有限公司,2024-07-13,48,2329
保留盈餘,,,,,BalanceSheet,89004161,華泰電子股份有限公司,2024-07-13,49,2329
法定盈餘公積,"346,070",1.80,"192,241",1.19,BalanceSheet,89004161,華泰電子股份有限公司,2024-07-13,50,2329
特別盈餘公積,"192,793",1.00,"157,357",0.97,BalanceSheet,89004161,華泰電子股份有限公司,2024-07-13,51,2329
未分配盈餘（或待彌補虧損）,"2,624,387",13.63,"2,180,422",13.47,BalanceSheet,89004161,華泰電子股份有限公司,2024-07-13,52,2329
保留盈餘合計,"3,163,250",16.42,"2,530,020",15.63,BalanceSheet,89004161,華泰電子股份有限公司,2024-07-13,53,2329
其他權益,,,,,BalanceSheet,89004161,華泰電子股份有限公司,2024-07-13,54,2329
其他權益合計,"315,185",1.64,"24,150",0.15,BalanceSheet,89004161,華泰電子股份有限公司,2024-07-13,55,2329
歸屬於母公司業主之權益合計,"11,071,705",57.49,"10,147,440",62.67,BalanceSheet,89004161,華泰電子股份有限公司,2024-07-13,56,2329
權益總額,"11,071,705",57.49,"10,147,440",62.67,BalanceSheet,89004161,華泰電子股份有限公司,2024-07-13,57,2329
負債及權益總計,"19,259,288",100.00,"16,191,118",100.00,BalanceSheet,89004161,華泰電子股份有限公司,2024-07-13,58,2329
待註銷股本股數（單位：股）,0,,0,,BalanceSheet,89004161,華泰電子股份有限公司,2024-07-13,59,2329
預收股款（權益項下）之約當發行股數（單位：股）,0,,0,,BalanceSheet,89004161,華泰電子股份有限公司,2024-07-13,60,2329
母公司暨子公司所持有之母公司庫藏股股數（單位：股）,0,,0,,BalanceSheet,89004161,華泰電子股份有限公司,2024-07-13,61,2329
流動資產,,,,,BalanceSheet,22099131,台灣積體電路製造股份有限公司,2024-07-13,1,2330
現金及約當現金,"1,698,195,704",29.34,"1,385,232,810",27.45,BalanceSheet,22099131,台灣積體電路製造股份有限公司,2024-07-13,2,2330
透過損益按公允價值衡量之金融資產－流動,"253,275",0.00,"982,014",0.02,BalanceSheet,22099131,台灣積體電路製造股份有限公司,2024-07-13,3,2330
透過其他綜合損益按公允價值衡量之金融資產－流動,"175,880,463",3.04,"129,541,034",2.57,BalanceSheet,22099131,台灣積體電路製造股份有限公司,2024-07-13,4,2330
按攤銷後成本衡量之金融資產－流動,"48,326,607",0.83,"73,428,595",1.46,BalanceSheet,22099131,台灣積體電路製造股份有限公司,2024-07-13,5,2330
避險之金融資產－流動,0,0.00,70,0.00,BalanceSheet,22099131,台灣積體電路製造股份有限公司,2024-07-13,6,2330
應收帳款淨額,"201,500,334",3.48,"147,715,125",2.93,BalanceSheet,22099131,台灣積體電路製造股份有限公司,2024-07-13,7,2330
應收帳款－關係人淨額,"479,363",0.01,"332,554",0.01,BalanceSheet,22099131,台灣積體電路製造股份有限公司,2024-07-13,8,2330
其他應收款－關係人淨額,"79,307",0.00,"76,608",0.00,BalanceSheet,22099131,台灣積體電路製造股份有限公司,2024-07-13,9,2330
存貨,"267,123,339",4.62,"216,067,981",4.28,BalanceSheet,22099131,台灣積體電路製造股份有限公司,2024-07-13,10,2330
其他流動資產,"60,929,002",1.05,"42,350,730",0.84,BalanceSheet,22099131,台灣積體電路製造股份有限公司,2024-07-13,11,2330
流動資產合計,"2,452,767,394",42.38,"1,995,727,521",39.55,BalanceSheet,22099131,台灣積體電路製造股份有限公司,2024-07-13,12,2330
非流動資產,,,,,BalanceSheet,22099131,台灣積體電路製造股份有限公司,2024-07-13,13,2330
透過損益按公允價值衡量之金融資產－非流動,"13,958,669",0.24,0,0.00,BalanceSheet,22099131,台灣積體電路製造股份有限公司,2024-07-13,14,2330
透過其他綜合損益按公允價值衡量之金融資產－非流動,"7,428,408",0.13,"6,918,090",0.14,BalanceSheet,22099131,台灣積體電路製造股份有限公司,2024-07-13,15,2330
按攤銷後成本衡量之金融資產－非流動,"85,913,236",1.48,"34,512,468",0.68,BalanceSheet,22099131,台灣積體電路製造股份有限公司,2024-07-13,16,2330
採用權益法之投資,"31,168,264",0.54,"28,483,064",0.56,BalanceSheet,22099131,台灣積體電路製造股份有限公司,2024-07-13,17,2330
不動產、廠房及設備,"3,051,847,989",52.73,"2,833,396,892",56.15,BalanceSheet,22099131,台灣積體電路製造股份有限公司,2024-07-13,18,2330
使用權資產,"40,136,864",0.69,"42,018,656",0.83,BalanceSheet,22099131,台灣積體電路製造股份有限公司,2024-07-13,19,2330
無形資產,"22,238,925",0.38,"24,296,839",0.48,BalanceSheet,22099131,台灣積體電路製造股份有限公司,2024-07-13,20,2330
遞延所得稅資產,"63,729,274",1.10,"68,775,652",1.36,BalanceSheet,22099131,台灣積體電路製造股份有限公司,2024-07-13,21,2330
其他非流動資產,"18,702,059",0.32,"11,715,166",0.23,BalanceSheet,22099131,台灣積體電路製造股份有限公司,2024-07-13,22,2330
非流動資產合計,"3,335,123,688",57.62,"3,050,116,827",60.45,BalanceSheet,22099131,台灣積體電路製造股份有限公司,2024-07-13,23,2330
資產總額,"5,787,891,082",100.00,"5,045,844,348",100.00,BalanceSheet,22099131,台灣積體電路製造股份有限公司,2024-07-13,24,2330
流動負債,,,,,BalanceSheet,22099131,台灣積體電路製造股份有限公司,2024-07-13,25,2330
透過損益按公允價值衡量之金融負債－流動,"941,396",0.02,"620,967",0.01,BalanceSheet,22099131,台灣積體電路製造股份有限公司,2024-07-13,26,2330
