acct_name,this_year_amt,this_year_percent,last_year_amt,last_year_percent,report_name,company_id,company_name,creation_date,seq,stock
其他應收款淨額,"1,856",0.06,"1,468",0.05,BalanceSheet,43121481,宏益纖維工業股份有限公司,2024-07-13,8,1452
本期所得稅資產,328,0.01,27,0.00,BalanceSheet,43121481,宏益纖維工業股份有限公司,2024-07-13,9,1452
存貨,"246,235",8.45,"244,760",8.52,BalanceSheet,43121481,宏益纖維工業股份有限公司,2024-07-13,10,1452
預付款項,"73,103",2.51,"151,261",5.26,BalanceSheet,43121481,宏益纖維工業股份有限公司,2024-07-13,11,1452
其他流動資產,822,0.03,981,0.03,BalanceSheet,43121481,宏益纖維工業股份有限公司,2024-07-13,12,1452
流動資產合計,"2,006,880",68.89,"2,026,718",70.54,BalanceSheet,43121481,宏益纖維工業股份有限公司,2024-07-13,13,1452
非流動資產,,,,,BalanceSheet,43121481,宏益纖維工業股份有限公司,2024-07-13,14,1452
透過其他綜合損益按公允價值衡量之金融資產－非流動,"400,084",13.73,"296,565",10.32,BalanceSheet,43121481,宏益纖維工業股份有限公司,2024-07-13,15,1452
不動產、廠房及設備,"479,876",16.47,"521,144",18.14,BalanceSheet,43121481,宏益纖維工業股份有限公司,2024-07-13,16,1452
使用權資產,"3,218",0.11,"1,429",0.05,BalanceSheet,43121481,宏益纖維工業股份有限公司,2024-07-13,17,1452
投資性不動產淨額,"2,980",0.10,"2,980",0.10,BalanceSheet,43121481,宏益纖維工業股份有限公司,2024-07-13,18,1452
無形資產,"1,039",0.04,752,0.03,BalanceSheet,43121481,宏益纖維工業股份有限公司,2024-07-13,19,1452
遞延所得稅資產,"16,156",0.55,"20,282",0.71,BalanceSheet,43121481,宏益纖維工業股份有限公司,2024-07-13,20,1452
其他非流動資產,"3,039",0.10,"3,134",0.11,BalanceSheet,43121481,宏益纖維工業股份有限公司,2024-07-13,21,1452
非流動資產合計,"906,392",31.11,"846,286",29.46,BalanceSheet,43121481,宏益纖維工業股份有限公司,2024-07-13,22,1452
資產總額,"2,913,272",100.00,"2,873,004",100.00,BalanceSheet,43121481,宏益纖維工業股份有限公司,2024-07-13,23,1452
流動負債,,,,,BalanceSheet,43121481,宏益纖維工業股份有限公司,2024-07-13,24,1452
合約負債－流動,"1,385",0.05,164,0.01,BalanceSheet,43121481,宏益纖維工業股份有限公司,2024-07-13,25,1452
應付票據,"20,256",0.70,"14,877",0.52,BalanceSheet,43121481,宏益纖維工業股份有限公司,2024-07-13,26,1452
應付帳款,"9,043",0.31,"8,268",0.29,BalanceSheet,43121481,宏益纖維工業股份有限公司,2024-07-13,27,1452
其他應付款,"77,796",2.67,"149,290",5.20,BalanceSheet,43121481,宏益纖維工業股份有限公司,2024-07-13,28,1452
本期所得稅負債,"4,629",0.16,"29,736",1.04,BalanceSheet,43121481,宏益纖維工業股份有限公司,2024-07-13,29,1452
負債準備－流動,"5,140",0.18,"4,830",0.17,BalanceSheet,43121481,宏益纖維工業股份有限公司,2024-07-13,30,1452
租賃負債－流動,"1,737",0.06,"1,474",0.05,BalanceSheet,43121481,宏益纖維工業股份有限公司,2024-07-13,31,1452
其他流動負債,"3,040",0.10,"2,668",0.09,BalanceSheet,43121481,宏益纖維工業股份有限公司,2024-07-13,32,1452
流動負債合計,"123,026",4.22,"211,307",7.35,BalanceSheet,43121481,宏益纖維工業股份有限公司,2024-07-13,33,1452
非流動負債,,,,,BalanceSheet,43121481,宏益纖維工業股份有限公司,2024-07-13,34,1452
遞延所得稅負債,"45,610",1.57,"48,519",1.69,BalanceSheet,43121481,宏益纖維工業股份有限公司,2024-07-13,35,1452
租賃負債－非流動,"1,498",0.05,0,0.00,BalanceSheet,43121481,宏益纖維工業股份有限公司,2024-07-13,36,1452
其他非流動負債,350,0.01,350,0.01,BalanceSheet,43121481,宏益纖維工業股份有限公司,2024-07-13,37,1452
非流動負債合計,"47,458",1.63,"48,869",1.70,BalanceSheet,43121481,宏益纖維工業股份有限公司,2024-07-13,38,1452
負債總額,"170,484",5.85,"260,176",9.06,BalanceSheet,43121481,宏益纖維工業股份有限公司,2024-07-13,39,1452
歸屬於母公司業主之權益,,,,,BalanceSheet,43121481,宏益纖維工業股份有限公司,2024-07-13,40,1452
股本,,,,,BalanceSheet,43121481,宏益纖維工業股份有限公司,2024-07-13,41,1452
普通股股本,"1,326,414",45.53,"1,326,414",46.17,BalanceSheet,43121481,宏益纖維工業股份有限公司,2024-07-13,42,1452
股本合計,"1,326,414",45.53,"1,326,414",46.17,BalanceSheet,43121481,宏益纖維工業股份有限公司,2024-07-13,43,1452
資本公積,,,,,BalanceSheet,43121481,宏益纖維工業股份有限公司,2024-07-13,44,1452
資本公積合計,"155,459",5.34,"154,061",5.36,BalanceSheet,43121481,宏益纖維工業股份有限公司,2024-07-13,45,1452
保留盈餘,,,,,BalanceSheet,43121481,宏益纖維工業股份有限公司,2024-07-13,46,1452
法定盈餘公積,"387,489",13.30,"373,852",13.01,BalanceSheet,43121481,宏益纖維工業股份有限公司,2024-07-13,47,1452
特別盈餘公積,"129,113",4.43,"129,113",4.49,BalanceSheet,43121481,宏益纖維工業股份有限公司,2024-07-13,48,1452
未分配盈餘（或待彌補虧損）,"475,521",16.32,"468,246",16.30,BalanceSheet,43121481,宏益纖維工業股份有限公司,2024-07-13,49,1452
保留盈餘合計,"992,123",34.06,"971,211",33.80,BalanceSheet,43121481,宏益纖維工業股份有限公司,2024-07-13,50,1452
其他權益,,,,,BalanceSheet,43121481,宏益纖維工業股份有限公司,2024-07-13,51,1452
其他權益合計,"268,792",9.23,"161,142",5.61,BalanceSheet,43121481,宏益纖維工業股份有限公司,2024-07-13,52,1452
歸屬於母公司業主之權益合計,"2,742,788",94.15,"2,612,828",90.94,BalanceSheet,43121481,宏益纖維工業股份有限公司,2024-07-13,53,1452
權益總額,"2,742,788",94.15,"2,612,828",90.94,BalanceSheet,43121481,宏益纖維工業股份有限公司,2024-07-13,54,1452
負債及權益總計,"2,913,272",100.00,"2,873,004",100.00,BalanceSheet,43121481,宏益纖維工業股份有限公司,2024-07-13,55,1452
預收股款（權益項下）之約當發行股數（單位：股）,0,,0,,BalanceSheet,43121481,宏益纖維工業股份有限公司,2024-07-13,56,1452
母公司暨子公司所持有之母公司庫藏股股數（單位：股）,0,,0,,BalanceSheet,43121481,宏益纖維工業股份有限公司,2024-07-13,57,1452
流動資產,,,,,BalanceSheet,4301794,台灣富綢纖維股份有限公司,2024-07-13,1,1454
現金及約當現金,"52,942",2.65,"139,926",6.94,BalanceSheet,4301794,台灣富綢纖維股份有限公司,2024-07-13,2,1454
透過損益按公允價值衡量之金融資產－流動,"311,967",15.61,"39,857",1.98,BalanceSheet,4301794,台灣富綢纖維股份有限公司,2024-07-13,3,1454
透過其他綜合損益按公允價值衡量之金融資產－流動,"79,683",3.99,"54,413",2.70,BalanceSheet,4301794,台灣富綢纖維股份有限公司,2024-07-13,4,1454
按攤銷後成本衡量之金融資產－流動,0,0.00,"184,450",9.15,BalanceSheet,4301794,台灣富綢纖維股份有限公司,2024-07-13,5,1454
應收票據淨額,"5,116",0.26,"12,516",0.62,BalanceSheet,4301794,台灣富綢纖維股份有限公司,2024-07-13,6,1454
應收帳款淨額,"143,931",7.20,"131,357",6.51,BalanceSheet,4301794,台灣富綢纖維股份有限公司,2024-07-13,7,1454
其他應收款淨額,"8,236",0.41,"5,999",0.30,BalanceSheet,4301794,台灣富綢纖維股份有限公司,2024-07-13,8,1454
本期所得稅資產,607,0.03,157,0.01,BalanceSheet,4301794,台灣富綢纖維股份有限公司,2024-07-13,9,1454
存貨,"481,647",24.09,"515,095",25.55,BalanceSheet,4301794,台灣富綢纖維股份有限公司,2024-07-13,10,1454
預付款項,"47,166",2.36,"35,286",1.75,BalanceSheet,4301794,台灣富綢纖維股份有限公司,2024-07-13,11,1454
其他流動資產,"4,657",0.23,"1,406",0.07,BalanceSheet,4301794,台灣富綢纖維股份有限公司,2024-07-13,12,1454
流動資產合計,"1,135,952",56.82,"1,120,462",55.57,BalanceSheet,4301794,台灣富綢纖維股份有限公司,2024-07-13,13,1454
非流動資產,,,,,BalanceSheet,4301794,台灣富綢纖維股份有限公司,2024-07-13,14,1454
不動產、廠房及設備,"753,176",37.67,"783,846",38.87,BalanceSheet,4301794,台灣富綢纖維股份有限公司,2024-07-13,15,1454
使用權資產,"3,183",0.16,695,0.03,BalanceSheet,4301794,台灣富綢纖維股份有限公司,2024-07-13,16,1454
無形資產,"8,736",0.44,"13,078",0.65,BalanceSheet,4301794,台灣富綢纖維股份有限公司,2024-07-13,17,1454
遞延所得稅資產,"73,602",3.68,"75,338",3.74,BalanceSheet,4301794,台灣富綢纖維股份有限公司,2024-07-13,18,1454
其他非流動資產,"24,497",1.23,"22,983",1.14,BalanceSheet,4301794,台灣富綢纖維股份有限公司,2024-07-13,19,1454
非流動資產合計,"863,194",43.18,"895,940",44.43,BalanceSheet,4301794,台灣富綢纖維股份有限公司,2024-07-13,20,1454
資產總額,"1,999,146",100.00,"2,016,402",100.00,BalanceSheet,4301794,台灣富綢纖維股份有限公司,2024-07-13,21,1454
流動負債,,,,,BalanceSheet,4301794,台灣富綢纖維股份有限公司,2024-07-13,22,1454
短期借款,"120,000",6.00,"170,000",8.43,BalanceSheet,4301794,台灣富綢纖維股份有限公司,2024-07-13,23,1454
應付短期票券,"50,000",2.50,"50,000",2.48,BalanceSheet,4301794,台灣富綢纖維股份有限公司,2024-07-13,24,1454
合約負債－流動,"32,087",1.61,"27,569",1.37,BalanceSheet,4301794,台灣富綢纖維股份有限公司,2024-07-13,25,1454
應付票據,"49,603",2.48,"45,776",2.27,BalanceSheet,4301794,台灣富綢纖維股份有限公司,2024-07-13,26,1454
應付帳款,"33,893",1.70,"28,168",1.40,BalanceSheet,4301794,台灣富綢纖維股份有限公司,2024-07-13,27,1454
其他應付款,"79,493",3.98,"76,317",3.78,BalanceSheet,4301794,台灣富綢纖維股份有限公司,2024-07-13,28,1454
本期所得稅負債,0,0.00,"7,960",0.39,BalanceSheet,4301794,台灣富綢纖維股份有限公司,2024-07-13,29,1454
負債準備－流動,"1,112",0.06,"7,036",0.35,BalanceSheet,4301794,台灣富綢纖維股份有限公司,2024-07-13,30,1454
租賃負債－流動,"1,332",0.07,613,0.03,BalanceSheet,4301794,台灣富綢纖維股份有限公司,2024-07-13,31,1454
其他流動負債,"3,103",0.16,"1,844",0.09,BalanceSheet,4301794,台灣富綢纖維股份有限公司,2024-07-13,32,1454
流動負債合計,"370,623",18.54,"415,283",20.60,BalanceSheet,4301794,台灣富綢纖維股份有限公司,2024-07-13,33,1454
非流動負債,,,,,BalanceSheet,4301794,台灣富綢纖維股份有限公司,2024-07-13,34,1454
遞延所得稅負債,"2,485",0.12,0,0.00,BalanceSheet,4301794,台灣富綢纖維股份有限公司,2024-07-13,35,1454
租賃負債－非流動,"1,878",0.09,93,0.00,BalanceSheet,4301794,台灣富綢纖維股份有限公司,2024-07-13,36,1454
其他非流動負債,"33,518",1.68,"37,874",1.88,BalanceSheet,4301794,台灣富綢纖維股份有限公司,2024-07-13,37,1454
非流動負債合計,"37,881",1.89,"37,967",1.88,BalanceSheet,4301794,台灣富綢纖維股份有限公司,2024-07-13,38,1454
負債總額,"408,504",20.43,"453,250",22.48,BalanceSheet,4301794,台灣富綢纖維股份有限公司,2024-07-13,39,1454
歸屬於母公司業主之權益,,,,,BalanceSheet,4301794,台灣富綢纖維股份有限公司,2024-07-13,40,1454
股本,,,,,BalanceSheet,4301794,台灣富綢纖維股份有限公司,2024-07-13,41,1454
普通股股本,"1,298,338",64.94,"1,298,338",64.39,BalanceSheet,4301794,台灣富綢纖維股份有限公司,2024-07-13,42,1454
股本合計,"1,298,338",64.94,"1,298,338",64.39,BalanceSheet,4301794,台灣富綢纖維股份有限公司,2024-07-13,43,1454
資本公積,,,,,BalanceSheet,4301794,台灣富綢纖維股份有限公司,2024-07-13,44,1454
資本公積合計,"66,682",3.34,"64,753",3.21,BalanceSheet,4301794,台灣富綢纖維股份有限公司,2024-07-13,45,1454
保留盈餘,,,,,BalanceSheet,4301794,台灣富綢纖維股份有限公司,2024-07-13,46,1454
法定盈餘公積,"52,078",2.61,"47,749",2.37,BalanceSheet,4301794,台灣富綢纖維股份有限公司,2024-07-13,47,1454
特別盈餘公積,"37,213",1.86,"37,213",1.85,BalanceSheet,4301794,台灣富綢纖維股份有限公司,2024-07-13,48,1454
未分配盈餘（或待彌補虧損）,"169,439",8.48,"166,850",8.27,BalanceSheet,4301794,台灣富綢纖維股份有限公司,2024-07-13,49,1454
保留盈餘合計,"258,730",12.94,"251,812",12.49,BalanceSheet,4301794,台灣富綢纖維股份有限公司,2024-07-13,50,1454
其他權益,,,,,BalanceSheet,4301794,台灣富綢纖維股份有限公司,2024-07-13,51,1454
其他權益合計,"43,898",2.20,"25,258",1.25,BalanceSheet,4301794,台灣富綢纖維股份有限公司,2024-07-13,52,1454
庫藏股票,"-77,032",-3.85,"-77,032",-3.82,BalanceSheet,4301794,台灣富綢纖維股份有限公司,2024-07-13,53,1454
歸屬於母公司業主之權益合計,"1,590,616",79.56,"1,563,129",77.52,BalanceSheet,4301794,台灣富綢纖維股份有限公司,2024-07-13,54,1454
非控制權益,26,0.00,23,0.00,BalanceSheet,4301794,台灣富綢纖維股份有限公司,2024-07-13,55,1454
權益總額,"1,590,642",79.57,"1,563,152",77.52,BalanceSheet,4301794,台灣富綢纖維股份有限公司,2024-07-13,56,1454
負債及權益總計,"1,999,146",100.00,"2,016,402",100.00,BalanceSheet,4301794,台灣富綢纖維股份有限公司,2024-07-13,57,1454
預收股款（權益項下）之約當發行股數（單位：股）,0,,0,,BalanceSheet,4301794,台灣富綢纖維股份有限公司,2024-07-13,58,1454
母公司暨子公司所持有之母公司庫藏股股數（單位：股）,"7,714,703",,"7,714,703",,BalanceSheet,4301794,台灣富綢纖維股份有限公司,2024-07-13,59,1454
流動資產,,,,,BalanceSheet,43295237,集盛實業股份有限公司,2024-07-13,1,1455
現金及約當現金,"58,132",0.54,"64,916",0.67,BalanceSheet,43295237,集盛實業股份有限公司,2024-07-13,2,1455
透過損益按公允價值衡量之金融資產－流動,"710,258",6.54,"658,672",6.79,BalanceSheet,43295237,集盛實業股份有限公司,2024-07-13,3,1455
應收票據淨額,"81,944",0.75,"49,546",0.51,BalanceSheet,43295237,集盛實業股份有限公司,2024-07-13,4,1455
應收帳款淨額,"1,352,346",12.46,"890,478",9.19,BalanceSheet,43295237,集盛實業股份有限公司,2024-07-13,5,1455
應收帳款－關係人淨額,"4,285",0.04,"16,989",0.18,BalanceSheet,43295237,集盛實業股份有限公司,2024-07-13,6,1455
其他應收款淨額,"129,033",1.19,"18,950",0.20,BalanceSheet,43295237,集盛實業股份有限公司,2024-07-13,7,1455
本期所得稅資產,28,0.00,7,0.00,BalanceSheet,43295237,集盛實業股份有限公司,2024-07-13,8,1455
存貨,"2,108,569",19.43,"1,961,107",20.23,BalanceSheet,43295237,集盛實業股份有限公司,2024-07-13,9,1455
預付款項,"48,020",0.44,"30,075",0.31,BalanceSheet,43295237,集盛實業股份有限公司,2024-07-13,10,1455
其他流動資產,"6,154",0.06,0,0.00,BalanceSheet,43295237,集盛實業股份有限公司,2024-07-13,11,1455
流動資產合計,"4,498,769",41.45,"3,690,740",38.07,BalanceSheet,43295237,集盛實業股份有限公司,2024-07-13,12,1455
非流動資產,,,,,BalanceSheet,43295237,集盛實業股份有限公司,2024-07-13,13,1455
透過其他綜合損益按公允價值衡量之金融資產－非流動,"181,433",1.67,"213,515",2.20,BalanceSheet,43295237,集盛實業股份有限公司,2024-07-13,14,1455
不動產、廠房及設備,"4,721,810",43.50,"4,710,663",48.59,BalanceSheet,43295237,集盛實業股份有限公司,2024-07-13,15,1455
使用權資產,"107,103",0.99,"119,878",1.24,BalanceSheet,43295237,集盛實業股份有限公司,2024-07-13,16,1455
投資性不動產淨額,"879,856",8.11,"756,145",7.80,BalanceSheet,43295237,集盛實業股份有限公司,2024-07-13,17,1455
無形資產,"3,624",0.03,"5,601",0.06,BalanceSheet,43295237,集盛實業股份有限公司,2024-07-13,18,1455
遞延所得稅資產,"133,757",1.23,"91,976",0.95,BalanceSheet,43295237,集盛實業股份有限公司,2024-07-13,19,1455
其他非流動資產,"327,329",3.02,"106,252",1.10,BalanceSheet,43295237,集盛實業股份有限公司,2024-07-13,20,1455
非流動資產合計,"6,354,912",58.55,"6,004,030",61.93,BalanceSheet,43295237,集盛實業股份有限公司,2024-07-13,21,1455
資產總額,"10,853,681",100.00,"9,694,770",100.00,BalanceSheet,43295237,集盛實業股份有限公司,2024-07-13,22,1455
流動負債,,,,,BalanceSheet,43295237,集盛實業股份有限公司,2024-07-13,23,1455
短期借款,"1,100,000",10.13,"340,000",3.51,BalanceSheet,43295237,集盛實業股份有限公司,2024-07-13,24,1455
應付短期票券,"849,664",7.83,"449,813",4.64,BalanceSheet,43295237,集盛實業股份有限公司,2024-07-13,25,1455
透過損益按公允價值衡量之金融負債－流動,0,0.00,0,0.00,BalanceSheet,43295237,集盛實業股份有限公司,2024-07-13,26,1455
合約負債－流動,"37,947",0.35,"51,261",0.53,BalanceSheet,43295237,集盛實業股份有限公司,2024-07-13,27,1455
應付票據,"156,359",1.44,"65,094",0.67,BalanceSheet,43295237,集盛實業股份有限公司,2024-07-13,28,1455
應付票據－關係人,725,0.01,0,0.00,BalanceSheet,43295237,集盛實業股份有限公司,2024-07-13,29,1455
應付帳款,"476,256",4.39,"413,990",4.27,BalanceSheet,43295237,集盛實業股份有限公司,2024-07-13,30,1455
應付帳款－關係人,158,0.00,161,0.00,BalanceSheet,43295237,集盛實業股份有限公司,2024-07-13,31,1455
其他應付款,"263,219",2.43,"228,316",2.36,BalanceSheet,43295237,集盛實業股份有限公司,2024-07-13,32,1455
其他應付款項－關係人,41,0.00,67,0.00,BalanceSheet,43295237,集盛實業股份有限公司,2024-07-13,33,1455
本期所得稅負債,11,0.00,17,0.00,BalanceSheet,43295237,集盛實業股份有限公司,2024-07-13,34,1455
負債準備－流動,"30,907",0.28,"28,585",0.29,BalanceSheet,43295237,集盛實業股份有限公司,2024-07-13,35,1455
租賃負債－流動,"12,484",0.12,"13,863",0.14,BalanceSheet,43295237,集盛實業股份有限公司,2024-07-13,36,1455
其他流動負債,"361,335",3.33,"1,267",0.01,BalanceSheet,43295237,集盛實業股份有限公司,2024-07-13,37,1455
流動負債合計,"3,289,106",30.30,"1,592,434",16.43,BalanceSheet,43295237,集盛實業股份有限公司,2024-07-13,38,1455
非流動負債,,,,,BalanceSheet,43295237,集盛實業股份有限公司,2024-07-13,39,1455
長期借款,"888,000",8.18,"1,200,000",12.38,BalanceSheet,43295237,集盛實業股份有限公司,2024-07-13,40,1455
遞延所得稅負債,"139,987",1.29,"137,488",1.42,BalanceSheet,43295237,集盛實業股份有限公司,2024-07-13,41,1455
租賃負債－非流動,"97,652",0.90,"109,496",1.13,BalanceSheet,43295237,集盛實業股份有限公司,2024-07-13,42,1455
其他非流動負債,"61,740",0.57,"88,207",0.91,BalanceSheet,43295237,集盛實業股份有限公司,2024-07-13,43,1455
非流動負債合計,"1,187,379",10.94,"1,535,191",15.84,BalanceSheet,43295237,集盛實業股份有限公司,2024-07-13,44,1455
負債總額,"4,476,485",41.24,"3,127,625",32.26,BalanceSheet,43295237,集盛實業股份有限公司,2024-07-13,45,1455
歸屬於母公司業主之權益,,,,,BalanceSheet,43295237,集盛實業股份有限公司,2024-07-13,46,1455
股本,,,,,BalanceSheet,43295237,集盛實業股份有限公司,2024-07-13,47,1455
普通股股本,"5,316,884",48.99,"5,316,884",54.84,BalanceSheet,43295237,集盛實業股份有限公司,2024-07-13,48,1455
股本合計,"5,316,884",48.99,"5,316,884",54.84,BalanceSheet,43295237,集盛實業股份有限公司,2024-07-13,49,1455
資本公積,,,,,BalanceSheet,43295237,集盛實業股份有限公司,2024-07-13,50,1455
資本公積合計,"346,343",3.19,"399,133",4.12,BalanceSheet,43295237,集盛實業股份有限公司,2024-07-13,51,1455
保留盈餘,,,,,BalanceSheet,43295237,集盛實業股份有限公司,2024-07-13,52,1455
法定盈餘公積,"341,448",3.15,"341,448",3.52,BalanceSheet,43295237,集盛實業股份有限公司,2024-07-13,53,1455
特別盈餘公積,"321,614",2.96,"321,614",3.32,BalanceSheet,43295237,集盛實業股份有限公司,2024-07-13,54,1455
未分配盈餘（或待彌補虧損）,820,0.01,"128,481",1.33,BalanceSheet,43295237,集盛實業股份有限公司,2024-07-13,55,1455
保留盈餘合計,"663,882",6.12,"791,543",8.16,BalanceSheet,43295237,集盛實業股份有限公司,2024-07-13,56,1455
其他權益,,,,,BalanceSheet,43295237,集盛實業股份有限公司,2024-07-13,57,1455
國外營運機構財務報表換算之兌換差額,-591,-0.01,-280,0.00,BalanceSheet,43295237,集盛實業股份有限公司,2024-07-13,58,1455
透過其他綜合損益按公允價值衡量之金融資產未實現評價損益,"50,678",0.47,"59,865",0.62,BalanceSheet,43295237,集盛實業股份有限公司,2024-07-13,59,1455
其他權益合計,"50,087",0.46,"59,585",0.61,BalanceSheet,43295237,集盛實業股份有限公司,2024-07-13,60,1455
歸屬於母公司業主之權益合計,"6,377,196",58.76,"6,567,145",67.74,BalanceSheet,43295237,集盛實業股份有限公司,2024-07-13,61,1455
權益總額,"6,377,196",58.76,"6,567,145",67.74,BalanceSheet,43295237,集盛實業股份有限公司,2024-07-13,62,1455
負債及權益總計,"10,853,681",100.00,"9,694,770",100.00,BalanceSheet,43295237,集盛實業股份有限公司,2024-07-13,63,1455
預收股款（權益項下）之約當發行股數（單位：股）,0,,0,,BalanceSheet,43295237,集盛實業股份有限公司,2024-07-13,64,1455
母公司暨子公司所持有之母公司庫藏股股數（單位：股）,0,,0,,BalanceSheet,43295237,集盛實業股份有限公司,2024-07-13,65,1455
流動資產,,,,,BalanceSheet,7669338,宜進實業股份有限公司,2024-07-13,1,1457
現金及約當現金,"1,595,998",7.95,"412,385",2.03,BalanceSheet,7669338,宜進實業股份有限公司,2024-07-13,2,1457
透過損益按公允價值衡量之金融資產－流動,"897,105",4.47,"1,120,219",5.52,BalanceSheet,7669338,宜進實業股份有限公司,2024-07-13,3,1457
透過其他綜合損益按公允價值衡量之金融資產－流動,3,0.00,3,0.00,BalanceSheet,7669338,宜進實業股份有限公司,2024-07-13,4,1457
應收票據淨額,"84,807",0.42,"37,375",0.18,BalanceSheet,7669338,宜進實業股份有限公司,2024-07-13,5,1457
應收帳款淨額,"420,483",2.09,"339,573",1.67,BalanceSheet,7669338,宜進實業股份有限公司,2024-07-13,6,1457
其他應收款淨額,"234,857",1.17,"21,102",0.10,BalanceSheet,7669338,宜進實業股份有限公司,2024-07-13,7,1457
本期所得稅資產,"6,948",0.03,"6,864",0.03,BalanceSheet,7669338,宜進實業股份有限公司,2024-07-13,8,1457
存貨,"505,194",2.52,"797,596",3.93,BalanceSheet,7669338,宜進實業股份有限公司,2024-07-13,9,1457
預付款項,"14,204",0.07,"8,897",0.04,BalanceSheet,7669338,宜進實業股份有限公司,2024-07-13,10,1457
其他流動資產,"84,214",0.42,"45,533",0.22,BalanceSheet,7669338,宜進實業股份有限公司,2024-07-13,11,1457
流動資產合計,"3,843,813",19.14,"2,789,547",13.75,BalanceSheet,7669338,宜進實業股份有限公司,2024-07-13,12,1457
非流動資產,,,,,BalanceSheet,7669338,宜進實業股份有限公司,2024-07-13,13,1457
透過損益按公允價值衡量之金融資產－非流動,"21,812",0.11,"8,948",0.04,BalanceSheet,7669338,宜進實業股份有限公司,2024-07-13,14,1457
透過其他綜合損益按公允價值衡量之金融資產－非流動,"429,774",2.14,"445,997",2.20,BalanceSheet,7669338,宜進實業股份有限公司,2024-07-13,15,1457
採用權益法之投資,"26,720",0.13,"26,645",0.13,BalanceSheet,7669338,宜進實業股份有限公司,2024-07-13,16,1457
不動產、廠房及設備,"2,866,835",14.27,"3,375,748",16.63,BalanceSheet,7669338,宜進實業股份有限公司,2024-07-13,17,1457
使用權資產,"6,146",0.03,"9,658",0.05,BalanceSheet,7669338,宜進實業股份有限公司,2024-07-13,18,1457
投資性不動產淨額,"12,841,790",63.93,"13,543,295",66.74,BalanceSheet,7669338,宜進實業股份有限公司,2024-07-13,19,1457
遞延所得稅資產,"41,148",0.20,"52,537",0.26,BalanceSheet,7669338,宜進實業股份有限公司,2024-07-13,20,1457
其他非流動資產,"8,355",0.04,"40,810",0.20,BalanceSheet,7669338,宜進實業股份有限公司,2024-07-13,21,1457
非流動資產合計,"16,242,580",80.86,"17,503,638",86.25,BalanceSheet,7669338,宜進實業股份有限公司,2024-07-13,22,1457
資產總額,"20,086,393",100.00,"20,293,185",100.00,BalanceSheet,7669338,宜進實業股份有限公司,2024-07-13,23,1457
流動負債,,,,,BalanceSheet,7669338,宜進實業股份有限公司,2024-07-13,24,1457
短期借款,"1,351,125",6.73,"1,558,000",7.68,BalanceSheet,7669338,宜進實業股份有限公司,2024-07-13,25,1457
合約負債－流動,"24,947",0.12,"44,707",0.22,BalanceSheet,7669338,宜進實業股份有限公司,2024-07-13,26,1457
應付票據,"46,929",0.23,"46,655",0.23,BalanceSheet,7669338,宜進實業股份有限公司,2024-07-13,27,1457
應付帳款,"280,087",1.39,"212,641",1.05,BalanceSheet,7669338,宜進實業股份有限公司,2024-07-13,28,1457
其他應付款,"801,159",3.99,"452,199",2.23,BalanceSheet,7669338,宜進實業股份有限公司,2024-07-13,29,1457
本期所得稅負債,"116,773",0.58,"64,150",0.32,BalanceSheet,7669338,宜進實業股份有限公司,2024-07-13,30,1457
租賃負債－流動,"3,527",0.02,"3,467",0.02,BalanceSheet,7669338,宜進實業股份有限公司,2024-07-13,31,1457
其他流動負債,"1,400,714",6.97,"362,434",1.79,BalanceSheet,7669338,宜進實業股份有限公司,2024-07-13,32,1457
流動負債合計,"4,025,261",20.04,"2,744,253",13.52,BalanceSheet,7669338,宜進實業股份有限公司,2024-07-13,33,1457
非流動負債,,,,,BalanceSheet,7669338,宜進實業股份有限公司,2024-07-13,34,1457
長期借款,"6,911,463",34.41,"8,467,292",41.72,BalanceSheet,7669338,宜進實業股份有限公司,2024-07-13,35,1457
遞延所得稅負債,"223,530",1.11,"227,763",1.12,BalanceSheet,7669338,宜進實業股份有限公司,2024-07-13,36,1457
租賃負債－非流動,"2,685",0.01,"6,211",0.03,BalanceSheet,7669338,宜進實業股份有限公司,2024-07-13,37,1457
其他非流動負債,"46,075",0.23,"41,617",0.21,BalanceSheet,7669338,宜進實業股份有限公司,2024-07-13,38,1457
非流動負債合計,"7,183,753",35.76,"8,742,883",43.08,BalanceSheet,7669338,宜進實業股份有限公司,2024-07-13,39,1457
負債總額,"11,209,014",55.80,"11,487,136",56.61,BalanceSheet,7669338,宜進實業股份有限公司,2024-07-13,40,1457
歸屬於母公司業主之權益,,,,,BalanceSheet,7669338,宜進實業股份有限公司,2024-07-13,41,1457
股本,,,,,BalanceSheet,7669338,宜進實業股份有限公司,2024-07-13,42,1457
普通股股本,"3,016,476",15.02,"3,016,476",14.86,BalanceSheet,7669338,宜進實業股份有限公司,2024-07-13,43,1457
股本合計,"3,016,476",15.02,"3,016,476",14.86,BalanceSheet,7669338,宜進實業股份有限公司,2024-07-13,44,1457
資本公積,,,,,BalanceSheet,7669338,宜進實業股份有限公司,2024-07-13,45,1457
資本公積合計,"485,261",2.42,"443,925",2.19,BalanceSheet,7669338,宜進實業股份有限公司,2024-07-13,46,1457
保留盈餘,,,,,BalanceSheet,7669338,宜進實業股份有限公司,2024-07-13,47,1457
保留盈餘合計,"2,080,681",10.36,"1,831,282",9.02,BalanceSheet,7669338,宜進實業股份有限公司,2024-07-13,48,1457
